Ar	NotflNr	NotFlHeiti	TegundNr	TegundHeiti	EldsnTegNr	EldsnTegHeiti	Notkun	Frumorka
2000	0611 	Svartolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	08	Svartolía	5477	220120,63
2000	0614 	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	1270	51041,3
2000	0650 	Svartolía, iðnaður	05	Iðnaður	08	Svartolía	14785	594209,15
2000	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	2245	97275,85
2001	0623 	Svartolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	2200	88418
2001	0322 	Þotueldsneyti tekið erlendis, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	26100	1163799
2001	0322 	Þotueldsneyti tekið erlendis, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	2510	111920,9
2001	0521 	Gasolía tekin hér á landi, önnur innlend skip, innlend notkun	04	Önnur skip	05	Dísilolía	0	0
2001	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	7328	317522,24
2001	0621 	Svartolía, önnur innlend skip, innlend notkun	04	Önnur skip	08	Svartolía	0	0
2001	0623 	Svartolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	41522	1668769,18
2001	0110 	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	54325	2433760
2001	0321 	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	0	0
2001	0330 	Þotueldsneyti, erlendir aðilar	02	Flugvélar	04	Þotueldsneyti	17327	772610,93
2001	0410 	Steinolía	02	Flugvélar	03	Steinolía og þotueldsneyti	85	3790,15
2001	0511 	Gasolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	55492	2404468,36
2001	0512 	Gasolía tekin hér á landi, innlendir togarar	03	Fiskiskip	05	Dísilolía	0	0
2001	0514 	Gasolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	7236	313535,88
2001	0521 	Gasolía tekin hér á landi, önnur innlend skip, innlend notkun	04	Önnur skip	05	Dísilolía	1771	76737,43
2001	0524 	Gasolía, önnur erlend skip	04	Önnur skip	05	Dísilolía	2083	90256,39
2001	0531 	Gasolía, bifreiðar og tæki, frá söludælu	01	Bifreiðar og tæki	05	Dísilolía	28420	1231438,6
2001	0532 	Gasolía, bifreiðar og tæki, frá einkadælu	01	Bifreiðar og tæki	05	Dísilolía	8530	369604,9
2001	0533 	Gasolía, tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	23788	1030734,04
2001	0540 	Gasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	2816	122017,28
2001	0550 	Gasolía, iðnaður	05	Iðnaður	05	Dísilolía	5828	252527,24
2001	0560 	Gasolía, orkuvinnsla	08	Orkuvinnsla	05	Dísilolía	817	35400,61
2001	0590 	Gasolía, annað	99	Annað	05	Dísilolía	565	24481,45
2001	0611 	Svartolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	08	Svartolía	8414	338158,66
2001	0614 	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	0	0
2001	0621 	Svartolía, önnur innlend skip, innlend notkun	04	Önnur skip	08	Svartolía	2809	112893,71
2001	0624 	Svartolía, önnur erlend skip	04	Önnur skip	08	Svartolía	834	33518,46
2001	0640 	Svartolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	08	Svartolía	16	643,04
2001	0650 	Svartolía, iðnaður	05	Iðnaður	08	Svartolía	21714	872685,66
2001	0660 	Svartolía, orkuvinnsla	08	Orkuvinnsla	08	Svartolía	0	0
2001	0690 	Svartolía, annað	99	Annað	08	Svartolía	80	3215,2
2001	0930 	Timburkurl, stóriðja	09	Stóriðja	09	Kol og koks	10400	312000
2001	10952	Gljákol, framleiðsla og vinnsla málma	09	Stóriðja	09	Kol og koks	85000	2550000
2001	10957	Koks, framleiðsla og vinnsla málma	09	Stóriðja	09	Kol og koks	45000	1350000
2001	31358	Viðarkurl, stóriðja	09	Stóriðja	09	Kol og koks	10400	312000
2001	0321 	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	0	0
2001	0322 	Þotueldsneyti tekið erlendis, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	82634	3684650,06
2001	0513 	Gasolía tekin erlendis, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	22825	989007,25
2001	0710 	Gas, heimili	10	Heimili	10	Gas	773	38650
2001	0730 	Gas, Iðnaður	05	Iðnaður	10	Gas	194	9700
2001	0740 	Gas, þjónusta	06	Þjónusta	10	Gas	464	23200
2001	0750 	Gas, stóriðja	09	Stóriðja	10	Gas	787	39350
2001	0511 	Gasolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	0	0
2001	0514 	Gasolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	0	0
2001	21110	Metan á bifreiðar	01	Bifreiðar og tæki	11	Metan	12	432,6
2001	0623 	Svartolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	3946	158589,74
2001	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	331	14342,23
2001	0623 	Svartolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	1600	64304
2001	0110 	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	40448	1812070,4
2001	0120 	Bensín, blý	01	Bifreiðar og tæki	02	Bensín	0	0
2001	0210 	Flugvélabensín tekið hér á landi, innlend notkun	02	Flugvélar	01	Flugvélabensín	306	13708,8
2001	0221 	Flugvélabensín tekið hér á landi, millilandanotkun	02	Flugvélar	01	Flugvélabensín	1	44,8
2001	0230 	Flugvélabensín, erlendir aðilar	02	Flugvélar	01	Flugvélabensín	22	985,6
2001	0310 	Þotueldsneyti tekið hér á landi, innlend notkun	02	Flugvélar	04	Þotueldsneyti	597	26620,23
2001	0321 	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	954	42538,86
2001	0330 	Þotueldsneyti, erlendir aðilar	02	Flugvélar	04	Þotueldsneyti	5707	254475,13
2001	0410 	Steinolía	02	Flugvélar	03	Steinolía og þotueldsneyti	42	1872,78
2001	0511 	Gasolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	59162	2563489,46
2001	0514 	Gasolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	10532	456351,56
2001	0521 	Gasolía tekin hér á landi, önnur innlend skip, innlend notkun	04	Önnur skip	05	Dísilolía	1913	82890,29
2001	0522 	Gasolía tekin hér á landi, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	531	23008,23
2001	0524 	Gasolía, önnur erlend skip	04	Önnur skip	05	Dísilolía	14796	641110,68
2001	0531 	Gasolía, bifreiðar og tæki, frá söludælu	01	Bifreiðar og tæki	05	Dísilolía	1792	77647,36
2001	0532 	Gasolía, bifreiðar og tæki, frá einkadælu	01	Bifreiðar og tæki	05	Dísilolía	2	86,66
2001	0533 	Gasolía, tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	13316	576982,28
2001	0540 	Gasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	3092	133976,36
2001	0550 	Gasolía, iðnaður	05	Iðnaður	05	Dísilolía	3615	156637,95
2001	0560 	Gasolía, orkuvinnsla	08	Orkuvinnsla	05	Dísilolía	80	3466,4
2001	0590 	Gasolía, annað	99	Annað	05	Dísilolía	758	32844,14
2001	0611 	Svartolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	08	Svartolía	6622	266138,18
2001	0614 	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	232	9324,08
2001	0621 	Svartolía, önnur innlend skip, innlend notkun	04	Önnur skip	08	Svartolía	0	0
2001	0622 	Svartolía tekin hér á landi, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	102	4099,38
2001	0624 	Svartolía, önnur erlend skip	04	Önnur skip	08	Svartolía	305	12257,95
2001	0640 	Svartolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	08	Svartolía	146	5867,74
2001	0650 	Svartolía, iðnaður	05	Iðnaður	08	Svartolía	11450	460175,5
2001	0660 	Svartolía, orkuvinnsla	08	Orkuvinnsla	08	Svartolía	0	0
2001	0690 	Svartolía, annað	99	Annað	08	Svartolía	4898	196850,62
2001	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	0	0
2001	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	790	34230,7
2001	0623 	Svartolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	10029	403065,51
2001	0910 	Úrgangsolía, iðnaður	05	Iðnaður	13	Úrgangsolía	4197	167880
2001	0920 	Skautleifar, iðnaður	05	Iðnaður	09	Kol og koks	727	21810
2001	10950	Steinkol, iðnaður	05	Iðnaður	09	Kol og koks	17421	522630
2001	10958	Olíukoks (petcoke), iðnaður	05	Iðnaður	09	Kol og koks	0	0
2001	31357	Skautleifar, iðnaður	05	Iðnaður	09	Kol og koks	727	21810
2001	0110 	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	48832	2187673,6
2001	0120 	Bensín, blý	01	Bifreiðar og tæki	02	Bensín	0	0
2001	0210 	Flugvélabensín tekið hér á landi, innlend notkun	02	Flugvélar	01	Flugvélabensín	666	29836,8
2001	0230 	Flugvélabensín, erlendir aðilar	02	Flugvélar	01	Flugvélabensín	4	179,2
2001	0310 	Þotueldsneyti tekið hér á landi, innlend notkun	02	Flugvélar	04	Þotueldsneyti	6195	276235,05
2001	0321 	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	79610	3549809,9
2001	0330 	Þotueldsneyti, erlendir aðilar	02	Flugvélar	04	Þotueldsneyti	6989	311639,51
2001	0511 	Gasolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	65548	2840194,84
2001	0514 	Gasolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	9828	425847,24
2001	0531 	Gasolía, bifreiðar og tæki, frá söludælu	01	Bifreiðar og tæki	05	Dísilolía	18225	789689,25
2001	0533 	Gasolía, tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	14902	645703,66
2001	0540 	Gasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	441	19108,53
2001	0611 	Svartolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	08	Svartolía	6724	270237,56
2001	0614 	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	491	19733,29
2001	0650 	Svartolía, iðnaður	05	Iðnaður	08	Svartolía	22618	909017,42
2001	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	2327	100828,91
2002	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	10000	433300
2002	0322 	Þotueldsneyti tekið erlendis, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	23000	1025570
2002	0322 	Þotueldsneyti tekið erlendis, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	3310	147592,9
2002	0521 	Gasolía tekin hér á landi, önnur innlend skip, innlend notkun	04	Önnur skip	05	Dísilolía	0	0
2002	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	8927	386806,91
2002	0621 	Svartolía, önnur innlend skip, innlend notkun	04	Önnur skip	08	Svartolía	0	0
2002	0623 	Svartolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	43252	1738297,88
2002	0110 	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	54498	2441510,4
2002	0321 	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	0	0
2002	0330 	Þotueldsneyti, erlendir aðilar	02	Flugvélar	04	Þotueldsneyti	16085	717230,15
2002	0410 	Steinolía	02	Flugvélar	03	Steinolía og þotueldsneyti	61	2719,99
2002	0511 	Gasolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	63272	2741575,76
2002	0512 	Gasolía tekin hér á landi, innlendir togarar	03	Fiskiskip	05	Dísilolía	0	0
2002	0514 	Gasolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	12882	558177,06
2002	0521 	Gasolía tekin hér á landi, önnur innlend skip, innlend notkun	04	Önnur skip	05	Dísilolía	1729	74917,57
2002	0524 	Gasolía, önnur erlend skip	04	Önnur skip	05	Dísilolía	8848	383383,84
2002	0531 	Gasolía, bifreiðar og tæki, frá söludælu	01	Bifreiðar og tæki	05	Dísilolía	29738	1288547,54
2002	0532 	Gasolía, bifreiðar og tæki, frá einkadælu	01	Bifreiðar og tæki	05	Dísilolía	8716	377664,28
2002	0533 	Gasolía, tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	21689	939784,37
2002	0540 	Gasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	2542	110144,86
2002	0550 	Gasolía, iðnaður	05	Iðnaður	05	Dísilolía	6166	267172,78
2002	0560 	Gasolía, orkuvinnsla	08	Orkuvinnsla	05	Dísilolía	932	40383,56
2002	0590 	Gasolía, annað	99	Annað	05	Dísilolía	121	5242,93
2002	0611 	Svartolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	08	Svartolía	3602	144764,38
2002	0614 	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	30	1205,7
2002	0621 	Svartolía, önnur innlend skip, innlend notkun	04	Önnur skip	08	Svartolía	2396	96295,24
2002	0624 	Svartolía, önnur erlend skip	04	Önnur skip	08	Svartolía	1069	42963,11
2002	0640 	Svartolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	08	Svartolía	16	643,04
2002	0650 	Svartolía, iðnaður	05	Iðnaður	08	Svartolía	23963	963072,97
2002	0660 	Svartolía, orkuvinnsla	08	Orkuvinnsla	08	Svartolía	23	924,37
2002	0690 	Svartolía, annað	99	Annað	08	Svartolía	193	7756,67
2002	0930 	Timburkurl, stóriðja	09	Stóriðja	09	Kol og koks	12600	378000
2002	10952	Gljákol, framleiðsla og vinnsla málma	09	Stóriðja	09	Kol og koks	88000	2640000
2002	10957	Koks, framleiðsla og vinnsla málma	09	Stóriðja	09	Kol og koks	48000	1440000
2002	31358	Viðarkurl, stóriðja	09	Stóriðja	09	Kol og koks	12600	378000
2002	0322 	Þotueldsneyti tekið erlendis, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	77054	3435837,86
2002	0513 	Gasolía tekin erlendis, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	23804	1031427,32
2002	0710 	Gas, heimili	10	Heimili	10	Gas	779	38950
2002	0730 	Gas, Iðnaður	05	Iðnaður	10	Gas	198	9900
2002	0740 	Gas, þjónusta	06	Þjónusta	10	Gas	459	22950
2002	0750 	Gas, stóriðja	09	Stóriðja	10	Gas	616	30800
2002	21110	Metan á bifreiðar	01	Bifreiðar og tæki	11	Metan	15	540,75
2002	0623 	Svartolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	3844	154490,36
2002	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	342	14818,86
2002	0623 	Svartolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	1656	66554,64
2002	0110 	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	42577	1907449,6
2002	0120 	Bensín, blý	01	Bifreiðar og tæki	02	Bensín	0	0
2002	0210 	Flugvélabensín tekið hér á landi, innlend notkun	02	Flugvélar	01	Flugvélabensín	316	14156,8
2002	0221 	Flugvélabensín tekið hér á landi, millilandanotkun	02	Flugvélar	01	Flugvélabensín	0	0
2002	0230 	Flugvélabensín, erlendir aðilar	02	Flugvélar	01	Flugvélabensín	9	403,2
2002	0310 	Þotueldsneyti tekið hér á landi, innlend notkun	02	Flugvélar	04	Þotueldsneyti	813	36251,67
2002	0321 	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	254	11325,86
2002	0330 	Þotueldsneyti, erlendir aðilar	02	Flugvélar	04	Þotueldsneyti	5444	242747,96
2002	0410 	Steinolía	02	Flugvélar	03	Steinolía og þotueldsneyti	35	1560,65
2002	0511 	Gasolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	65237	2826719,21
2002	0514 	Gasolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	15366	665808,78
2002	0521 	Gasolía tekin hér á landi, önnur innlend skip, innlend notkun	04	Önnur skip	05	Dísilolía	1748	75740,84
2002	0522 	Gasolía tekin hér á landi, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	374	16205,42
2002	0524 	Gasolía, önnur erlend skip	04	Önnur skip	05	Dísilolía	16268	704892,44
2002	0531 	Gasolía, bifreiðar og tæki, frá söludælu	01	Bifreiðar og tæki	05	Dísilolía	1811	78470,63
2002	0532 	Gasolía, bifreiðar og tæki, frá einkadælu	01	Bifreiðar og tæki	05	Dísilolía	0	0
2002	0533 	Gasolía, tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	14067	609523,11
2002	0540 	Gasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	3111	134799,63
2002	0550 	Gasolía, iðnaður	05	Iðnaður	05	Dísilolía	4067	176223,11
2002	0560 	Gasolía, orkuvinnsla	08	Orkuvinnsla	05	Dísilolía	180	7799,4
2002	0590 	Gasolía, annað	99	Annað	05	Dísilolía	635	27514,55
2002	0611 	Svartolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	08	Svartolía	6995	281129,05
2002	0614 	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	396	15915,24
2002	0621 	Svartolía, önnur innlend skip, innlend notkun	04	Önnur skip	08	Svartolía	0	0
2002	0622 	Svartolía tekin hér á landi, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	156	6269,64
2002	0624 	Svartolía, önnur erlend skip	04	Önnur skip	08	Svartolía	143	5747,17
2002	0640 	Svartolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	08	Svartolía	187	7515,53
2002	0650 	Svartolía, iðnaður	05	Iðnaður	08	Svartolía	11979	481436,01
2002	0660 	Svartolía, orkuvinnsla	08	Orkuvinnsla	08	Svartolía	0	0
2002	0690 	Svartolía, annað	99	Annað	08	Svartolía	6272	252071,68
2002	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	859	37220,47
2002	0623 	Svartolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	08	Svartolía	9641	387471,79
2002	0910 	Úrgangsolía, iðnaður	05	Iðnaður	13	Úrgangsolía	3848	153920
2002	0920 	Skautleifar, iðnaður	05	Iðnaður	09	Kol og koks	0	0
2002	10950	Steinkol, iðnaður	05	Iðnaður	09	Kol og koks	13059	391770
2002	10958	Olíukoks (petcoke), iðnaður	05	Iðnaður	09	Kol og koks	0	0
2002	31357	Skautleifar, iðnaður	05	Iðnaður	09	Kol og koks	0	0
2002	0110 	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	47898	2145830,4
2002	0120 	Bensín, blý	01	Bifreiðar og tæki	02	Bensín	0	0
2002	0210 	Flugvélabensín tekið hér á landi, innlend notkun	02	Flugvélar	01	Flugvélabensín	488	21862,4
2002	0230 	Flugvélabensín, erlendir aðilar	02	Flugvélar	01	Flugvélabensín	9	403,2
2002	0310 	Þotueldsneyti tekið hér á landi, innlend notkun	02	Flugvélar	04	Þotueldsneyti	5190	231422,1
2002	0321 	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	69483	3098246,97
2002	0330 	Þotueldsneyti, erlendir aðilar	02	Flugvélar	04	Þotueldsneyti	6885	307002,15
2002	0511 	Gasolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	81703	3540190,99
2002	0514 	Gasolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	8935	387153,55
2002	0531 	Gasolía, bifreiðar og tæki, frá söludælu	01	Bifreiðar og tæki	05	Dísilolía	18249	790729,17
2002	0533 	Gasolía, tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	12221	529535,93
2002	0540 	Gasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	103	4462,99
2002	0611 	Svartolía tekin hér á landi, innlend fiskiskip	03	Fiskiskip	08	Svartolía	1522	61169,18
2002	0614 	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	869	34925,11
2002	0650 	Svartolía, iðnaður	05	Iðnaður	08	Svartolía	28084	1128695,96
2002	0523 	Gasolía tekin erlendis, önnur innlend skip, millilandanotkun	04	Önnur skip	05	Dísilolía	5257	227785,81
2003	10511	Dísilolía á tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	1079	46753,07
2003	10540	Dísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	6	259,98
2003	10630	Skipagasolía, innlend fiskiskip	03	Fiskiskip	06	Skipagasolía	1623	70324,59
2003	10631	Skipagasolía, erlend fiskiskip	03	Fiskiskip	06	Skipagasolía	560	24264,8
2003	10120	Flugvélabensín tekið hér á landi, innlend notkun	02	Flugvélar	01	Flugvélabensín	26	1164,8
2003	10121	Flugvélabensín tekið hér á landi, millilandanotkun	02	Flugvélar	01	Flugvélabensín	0	0
2003	10210	Bensín, blýlaust	01	Bifreiðar og tæki	02	Bensín	55403	2482054,4
2003	10310	Steinolía, samgöngur	01	Bifreiðar og tæki	03	Steinolía og þotueldsneyti	0	0
2003	10390	Steinolía, annað	01	Bifreiðar og tæki	03	Steinolía og þotueldsneyti	0	0
2003	10420	Þotueldsneyti tekið hér á landi, innlend notkun	02	Flugvélar	04	Þotueldsneyti	133	5930,47
2003	10421	Þotueldsneyti tekið hér á landi, millilandanotkun	02	Flugvélar	04	Þotueldsneyti	26538	1183329,42
2003	10510	Dísilolía á bifreiðar (frá söludælu)	01	Bifreiðar og tæki	05	Dísilolía	33976	1472180,08
2003	10511	Dísilolía á tæki (frá bíl)	01	Bifreiðar og tæki	05	Dísilolía	32254	1397565,82
2003	10530	Dísilolía, innlend fiskiskip	03	Fiskiskip	05	Dísilolía	0	0
2003	10531	Dísilolía, erlend fiskiskip	03	Fiskiskip	05	Dísilolía	0	0
2003	10532	Dísilolía, önnur skip, innlend notkun	04	Önnur skip	05	Dísilolía	0	0
2003	10533	Dísilolía, önnur skip, millilandanotkun	04	Önnur skip	05	Dísilolía	0	0
2003	10540	Dísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	2164	93766,12
2003	10541	Dísilolía, húshitun	07	Húshitun og sundlaugar	05	Dísilolía	1964	85100,12
2003	10542	Dísilolía, sundlaugar	07	Húshitun og sundlaugar	05	Dísilolía	200	8666
2003	10551	Dísilolía, steinefnaiðnaður	05	Iðnaður	05	Dísilolía	0	0
2003	10552	Dísilolía, framleiðsla og vinnsla málma	05	Iðnaður	05	Dísilolía	0	0
2003	10553	Dísilolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	05	Dísilolía	0	0
2003	10554	Dísilolía, fiskimjölsiðnaður	05	Iðnaður	05	Dísilolía	0	0
2003	10555	Dísilolía, efnaiðnaður	05	Iðnaður	05	Dísilolía	0	0
2003	10559	Dísilolía, annar iðnaður	05	Iðnaður	05	Dísilolía	7332	317695,56
2003	10560	Dísilolía, orkuvinnsla	08	Orkuvinnsla	05	Dísilolía	585	25348,05
2003	10590	Dísilolía, annað	99	Annað	05	Dísilolía	0	0
2003	10630	Skipagasolía, innlend fiskiskip	03	Fiskiskip	06	Skipagasolía	62289	2698982,37
2003	10631	Skipagasolía, erlend fiskiskip	03	Fiskiskip	06	Skipagasolía	17104	741116,32
2003	10632	Skipagasolía, önnur skip, innlend notkun	04	Önnur skip	06	Skipagasolía	3712	160840,96
2003	10633	Skipagasolía, önnur skip, millilandanotkun	04	Önnur skip	06	Skipagasolía	0	0
2003	10640	Skipagasolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	06	Skipagasolía	0	0
2003	10651	Skipagasolía, steinefnaiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2003	10652	Skipagasolía, framleiðsla og vinnsla málma	05	Iðnaður	06	Skipagasolía	0	0
2003	10653	Skipagasolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	06	Skipagasolía	0	0
2003	10654	Skipagasolía, fiskimjölsiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2003	10655	Skipagasolía, efnaiðnaður	05	Iðnaður	06	Skipagasolía	0	0
2003	10659	Skipagasolía, annar iðnaður	05	Iðnaður	06	Skipagasolía	0	0
2003	10660	Skipagasolía, orkuvinnsla	08	Orkuvinnsla	06	Skipagasolía	0	0
2003	10690	Skipagasolía, annað	99	Annað	06	Skipagasolía	0	0
2003	10730	Flotadísilolía, innlend fiskiskip	03	Fiskiskip	07	Flotadísilolía	0	0
2003	10731	Flotadísilolía, erlend fiskiskip	03	Fiskiskip	07	Flotadísilolía	0	0
2003	10732	Flotadísilolía, önnur skip, innlend notkun	04	Önnur skip	07	Flotadísilolía	0	0
2003	10733	Flotadísilolía, önnur skip, millilandanotkun	04	Önnur skip	07	Flotadísilolía	0	0
2003	10740	Flotadísilolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	07	Flotadísilolía	0	0
2003	10751	Flotadísilolía, steinefnaiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2003	10752	Flotadísilolía, framleiðsla og vinnsla málma	05	Iðnaður	07	Flotadísilolía	0	0
2003	10753	Flotadísilolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	07	Flotadísilolía	0	0
2003	10754	Flotadísilolía, fiskimjölsiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2003	10755	Flotadísilolía, efnaiðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2003	10759	Flotadísilolía, annar iðnaður	05	Iðnaður	07	Flotadísilolía	0	0
2003	10760	Flotadísilolía, orkuvinnsla	08	Orkuvinnsla	07	Flotadísilolía	0	0
2003	10790	Flotadísilolía, annað	99	Annað	07	Flotadísilolía	0	0
2003	10830	Svartolía, innlend fiskiskip	03	Fiskiskip	08	Svartolía	180	7234,2
2003	10831	Svartolía, erlend fiskiskip	03	Fiskiskip	08	Svartolía	2069	83153,11
2003	10832	Svartolía, önnur skip, innlend notkun	04	Önnur skip	08	Svartolía	0	0
2003	10833	Svartolía, önnur skip, millilandanotkun	04	Önnur skip	08	Svartolía	0	0
2003	10840	Svartolía, húshitun og sundlaugar	07	Húshitun og sundlaugar	08	Svartolía	0	0
2003	10851	Svartolía, steinefnaiðnaður	05	Iðnaður	08	Svartolía	0	0
2003	10852	Svartolía, framleiðsla og vinnsla málma	05	Iðnaður	08	Svartolía	0	0
2003	10853	Svartolía, matvæla og drykkjarvöruiðnaður utan fiskimjölsiðnaðar	05	Iðnaður	08	Svartolía	0	0
2003	10854	Svartolía, fiskimjölsiðnaður	05	Iðnaður	08	Svartolía	20848	837881,12
